,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label,gender
1327,anetv_AVIMCVsLrVw,17830,We see images of men doing back flips. We,We see images of men doing back flips.,We,gen,see a red sumo riding a jet.,see bulls sitting on a field and see a close up scene.,a set of double pull as the doors open the dancers start to spin.,see students shining cement over each other.,2,2
1328,anetv_AVIMCVsLrVw,17831,We see stills of men on jump stilts. We,We see stills of men on jump stilts.,We,gold,see men on jump stilts in various locations.,see people entering a bridge and driving.,man performs speed power jump.,see the ladies lunging.,0,2
1329,anetv_AVIMCVsLrVw,9685,People are doing back flips on mats. A man,People are doing back flips on mats.,A man,gen,jumps along the ground several times.,does a flip on to another.,looks over and jumps on a beam onto a blue mat.,"spins, spinning and spinning in circles.",1,0
1330,anetv_AVIMCVsLrVw,17832,We see men on jump stilts in various locations. A man,We see men on jump stilts in various locations.,A man,gen,walks up in the first place.,holds up a cape while karate and singing to the beach.,throws frisbees to the owner in a dressing shop.,is leading a bearded outside and is interviewed with a harness while several people are shown walking in and out of them.,0,0
1331,anetv_AVIMCVsLrVw,17836,A person jumps on a garbage can. We,A person jumps on a garbage can.,We,gold,moves to a hole in the house to the person and walks past the balloons.,"are on of the arena, hitting a ball out of the way.","the man throws a jack to the ground, then the man washes his body twice.",see still images of the people.,3,2
1332,anetv_AVIMCVsLrVw,17835,Men walk on a boardwalk another holds a fence and jumps. A person,Men walk on a boardwalk another holds a fence and jumps.,A person,gen,dressed in black walks into the principal and house.,in a suit wins and two men shake hands.,throws long walks on a ramp.,waves their hands in the air.,1,2
1333,anetv_AVIMCVsLrVw,17834,A man falls into cushions. Men,A man falls into cushions.,Men,gen,push a calf across a yard.,leads a couple to a metal stand holding a rooftop and a lacrosse yard.,hit the ball hard and throw on to the floor.,put down the tree and hit hooks in a yard.,2,0
1334,anetv_AVIMCVsLrVw,17829,We then see some still images. We,We then see some still images.,We,gold,"see a asphalt board, then we clip the object from on the back of a car.",see a man preparing to perform a frisbee while jumping across the floor.,see images of men doing back flips.,see another man spinning in the background.,2,2
1335,anetv_AVIMCVsLrVw,17836,A person jumps on a garbage can. We,A person jumps on a garbage can.,We,gen,see the fence and see the cars sitting around.,"the man throws a jack to the ground, then the man washes his body twice.",moves to a hole in the house to the person and walks past the balloons.,"are on of the arena, hitting a ball out of the way.",0,2
1336,anetv_AVIMCVsLrVw,9686,A man is jumping and running on stilts. People,A man is jumping and running on stilts.,People,gen,"in under red stands, twirling the rope in the air.",run on the stilts while the camera pans around the area.,are watching the biking event.,are running along the dry snow.,1,2
1337,anetv_AVIMCVsLrVw,9686,A man is jumping and running on stilts. People,A man is jumping and running on stilts.,People,gold,are running along the dry snow.,are watching the biking event.,"in under red stands, twirling the rope in the air.",are sitting on a bench wearing stilts.,3,2
1338,anetv_AVIMCVsLrVw,17832,We see men on jump stilts in various locations. A man,We see men on jump stilts in various locations.,A man,gold,holds up a cape while karate and singing to the beach.,tries to drink water out of a fountain.,is leading a bearded outside and is interviewed with a harness while several people are shown walking in and out of them.,throws frisbees to the owner in a dressing shop.,1,0
1339,lsmdc3064_SPARKLE_2012-4186,17391,"Someone watches someone beckon him suggestively. Off stage, someone",Someone watches someone beckon him suggestively.,"Off stage, someone",gold,stands alone in the restaurant.,marches toward the quidditch player.,marches down the ladder to someone.,touches a cut on his forehead.,3,2
1340,lsmdc3064_SPARKLE_2012-4186,17391,"Someone watches someone beckon him suggestively. Off stage, someone",Someone watches someone beckon him suggestively.,"Off stage, someone",gen,marches toward the quidditch player.,stands alone in the restaurant.,marches down the ladder to someone.,gently touches someone's face.,3,2
1341,anetv_5TMKHLOACYg,9837,The lady wipes the child's head with a cloth. People,The lady wipes the child's head with a cloth.,People,gen,are standing in front of the camera.,continue biking the tubes.,are in the middle of the road.,look on the screen.,0,2
1342,anetv_5TMKHLOACYg,9835,People sit or stand while speaking. A lady,People sit or stand while speaking.,A lady,gen,is wearing a white costume board.,speaks in a flat screen.,takes a drink out of a person's mouth.,starts and walks over to a shirt.,0,1
1343,anetv_5TMKHLOACYg,10591,News reporters are seen talking at the news desk with a correspondent at another location. He,News reporters are seen talking at the news desk with a correspondent at another location.,He,gold,spoke with a woman who was spraying a child with suntan lotion.,"is covered in spaghetti and white, with shears, peeks.",see a female title and images and image of a man with another look at garbed.,is then shown driving the car with the camera and driving a bicycle.,0,0
1344,anetv_5TMKHLOACYg,9834,The credits of the clip is shown. People,The credits of the clip is shown.,People,gen,are in an indoor hockey game.,get out of the truck behind them.,are standing around talking.,are being attached to a dartboard.,2,2
1345,anetv_5TMKHLOACYg,9837,The lady wipes the child's head with a cloth. People,The lady wipes the child's head with a cloth.,People,gold,interact outside in a playground.,are in the middle of the road.,continue biking the tubes.,look on the screen.,0,2
1346,anetv_5TMKHLOACYg,9836,A child in a stroller drinks from a sippy bottle. The lady,A child in a stroller drinks from a sippy bottle.,The lady,gold,wipes the child's head with a cloth.,links her arms around her heads.,kisses the tan dog on the couch.,screws her nose up.,0,1
1347,anetv_5TMKHLOACYg,10592,They show a doctor who discusses the risks of cancer from sun exposure before going back to the correspondent with the mother at the park. We,They show a doctor who discusses the risks of cancer from sun exposure before going back to the correspondent with the mother at the park.,We,gold,"are now, knocked covered by one of the cubicles on a cell, and someone eyes them closely.","are batting each other several times while the next truth overhears, something they've only explain more.",maneuver to make a great turn.,return to the original reporters in the news room.,3,2
1348,anetv_5TMKHLOACYg,9834,The credits of the clip is shown. People,The credits of the clip is shown.,People,gen,are waves to the camera.,explains their car cartoons.,are being attached to a dartboard.,get out of the truck behind them.,0,2
1349,anetv_5TMKHLOACYg,9835,People sit or stand while speaking. A lady,People sit or stand while speaking.,A lady,gen,puts the shot down on a piece of tape.,speaks in a flat screen.,talks while holding a cup and drinks.,takes a drink out of a person's mouth.,2,1
1350,lsmdc0016_O_Brother_Where_Art_Thou-55428,2746,"He switches off the microphone as the song, a duet of 'i'll Fly Away', scratchily issues from a monitor. He","He switches off the microphone as the song, a duet of 'i'll Fly Away', scratchily issues from a monitor.",He,gold,turns his attention back to a well - dressed man sitting nearby.,introduces the boy and his arm comes to a halt in the middle of the room.,grins and he makes sets of his bags.,"grabs another page, then dials.",0,0
1351,anetv_GdrutQ4RrDs,7408,Her hair is in spiral curlers. She,Her hair is in spiral curlers.,She,gold,walks forward across the bars shaving her face with a kind look.,"is a neat but neat black dress, which is almost there script for her face, about a photo of her name.","puts one hand on hers, reclining on the backup beige.","demonstrates how to remove them, showing the final result.",3,1
1352,anetv_GdrutQ4RrDs,7407,A woman is seated in front of a camera. Her hair,A woman is seated in front of a camera.,Her hair,gold,is set in a full braid down the same time.,is brought out for a blow dryer.,is in spiral curlers.,is then shown at a mirror.,2,1
1353,lsmdc0023_THE_BUTTERFLY_EFFECT-59318,5358,Someone turns to stone when she sees it. The drawing,Someone turns to stone when she sees it.,The drawing,gold,goes on in black and green.,paints her white fingernail.,shows a couple of pictures of expensive women and gifts in a small village.,shows a child holding a bloody knife while standing on a heap of dead bodies.,3,2
1354,lsmdc0023_THE_BUTTERFLY_EFFECT-59318,5357,Someone opens the bottom drawer of her desk and pulls out a drawing. Someone,Someone opens the bottom drawer of her desk and pulls out a drawing.,Someone,gen,picks up another tin and removes it.,sets his back on the table.,is in her floral dress.,rises it over and hovers over the envelope.,2,2
1355,lsmdc0023_THE_BUTTERFLY_EFFECT-59318,5356,Someone leads someone over to the teacher's desk. Someone,Someone leads someone over to the teacher's desk.,Someone,gold,helps the kids to a nearby class.,"smiles at someone, then at someone's table.",opens the bottom drawer of her desk and pulls out a drawing.,"students look at them as he shakes his head, he steps up behind them and begins to wipe the floor of the chair.",2,2
1356,lsmdc0023_THE_BUTTERFLY_EFFECT-59318,5354,"As someone pulls away, someone, 35, taps the car window. The classroom","As someone pulls away, someone, 35, taps the car window.",The classroom,gold,"is filled with screaming, running children.",drops to the ground as someone saunters forward towards the rail and calls.,lights up and catches it on curtain.,are closed with gifts with huge highlights.,0,2
